date,month,state_code,state_name,year,yyyymm,.geo,precip_mm,t2m_c
1981-07-01,7,680,Parana,1981,198107,"{""type"":""MultiPoint"",""coordinates"":[]}",26.29537952193956,13.288489834252584
1981-07-01,7,681,Pernambuco,1981,198107,"{""type"":""MultiPoint"",""coordinates"":[]}",33.46870365465534,21.820073699052596
1981-07-01,7,682,Piaui,1981,198107,"{""type"":""MultiPoint"",""coordinates"":[]}",1.91615236998081,25.64873821958242
1981-07-01,7,683,Rio De Janeiro,1981,198107,"{""type"":""MultiPoint"",""coordinates"":[]}",25.89506732131536,17.120628891923115
1981-07-01,7,684,Rio Grande Do Norte,1981,198107,"{""type"":""MultiPoint"",""coordinates"":[]}",16.953565506453387,25.323807376306405
1981-07-01,7,685,Rio Grande Do Sul,1981,198107,"{""type"":""MultiPoint"",""coordinates"":[]}",69.19612184905083,12.850485606688416
1981-07-01,7,686,Rondonia,1981,198107,"{""type"":""MultiPoint"",""coordinates"":[]}",7.222072110079954,23.514012744272968
1981-07-01,7,687,Roraima,1981,198107,"{""type"":""MultiPoint"",""coordinates"":[]}",238.9105749738881,23.22776029855792
1981-07-01,7,688,Santa Catarina,1981,198107,"{""type"":""MultiPoint"",""coordinates"":[]}",40.06530227035101,11.689366190810192
1981-07-01,7,689,Sao Paulo,1981,198107,"{""type"":""MultiPoint"",""coordinates"":[]}",21.97274263081628,15.490260980482812
1981-07-01,7,690,Sergipe,1981,198107,"{""type"":""MultiPoint"",""coordinates"":[]}",96.48071984891416,21.93170994281833
1981-07-01,7,691,Tocantins,1981,198107,"{""type"":""MultiPoint"",""coordinates"":[]}",1.5672128318440992,25.489685454076515
1981-08-01,8,665,Acre,1981,198108,"{""type"":""MultiPoint"",""coordinates"":[]}",64.9081095399961,24.464215567599982
1981-08-01,8,666,Alagoas,1981,198108,"{""type"":""MultiPoint"",""coordinates"":[]}",67.53984578113791,22.210811739151435
1981-08-01,8,667,Amapa,1981,198108,"{""type"":""MultiPoint"",""coordinates"":[]}",125.96712702905864,25.20443020931154
1981-08-01,8,668,Amazonas,1981,198108,"{""type"":""MultiPoint"",""coordinates"":[]}",121.18811001696362,25.437821004629622
1981-08-01,8,669,Bahia,1981,198108,"{""type"":""MultiPoint"",""coordinates"":[]}",15.243235328091965,21.62376095667736
1981-08-01,8,670,Ceara,1981,198108,"{""type"":""MultiPoint"",""coordinates"":[]}",0.5219401770271678,26.560573640019584
1981-08-01,8,671,Distrito Federal,1981,198108,"{""type"":""MultiPoint"",""coordinates"":[]}",7.696022795096663,20.815912791689144
1981-08-01,8,672,Espirito Santo,1981,198108,"{""type"":""MultiPoint"",""coordinates"":[]}",53.56819281479494,19.300892096963484
1981-08-01,8,673,Goias,1981,198108,"{""type"":""MultiPoint"",""coordinates"":[]}",2.764873081861624,23.890656624032392
1981-08-01,8,674,Maranhao,1981,198108,"{""type"":""MultiPoint"",""coordinates"":[]}",12.43237284646951,27.807954412927145
1981-08-01,8,675,Mato Grosso,1981,198108,"{""type"":""MultiPoint"",""coordinates"":[]}",9.298502048078523,26.11252593941007
1981-08-01,8,676,Mato Grosso Do Sul,1981,198108,"{""type"":""MultiPoint"",""coordinates"":[]}",23.88408264659647,23.192698772842423
1981-08-01,8,677,Minas Gerais,1981,198108,"{""type"":""MultiPoint"",""coordinates"":[]}",10.790131804009905,19.595325257838567
1981-08-01,8,692,Name Unknown,1981,198108,"{""type"":""MultiPoint"",""coordinates"":[]}",,
1981-08-01,8,678,Para,1981,198108,"{""type"":""MultiPoint"",""coordinates"":[]}",63.705634247381134,26.31796985605492
