date,month,precip_mm,state_code,state_name,t2m_c,year,yyyymm,.geo
1981-06-01,6,260.9082980002557,959,Risaralda,17.244222048342966,1981,198106,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-06-01,6,262.1050120757852,961,Santander,20.271715788735023,1981,198106,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-06-01,6,291.77488139317614,962,Sucre,25.67566054905634,1981,198106,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-06-01,6,153.62089531368758,963,Tolima,18.40575348960943,1981,198106,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-06-01,6,255.9729345002784,964,Valle Del Cauca,18.94597317721277,1981,198106,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-06-01,6,319.58253721834745,965,Vaupes,23.661014786532657,1981,198106,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-06-01,6,432.6112556735783,966,Vichada,24.361340055106385,1981,198106,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-07-01,7,247.8438499720407,934,Amazonas,23.35551070915121,1981,198107,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-07-01,7,277.3153048397808,935,Antioquia,20.913528969262785,1981,198107,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-07-01,7,349.177955152156,936,Arauca,23.00656498677512,1981,198107,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-07-01,7,88.30371677519081,937,Atlantico,26.791167766317912,1981,198107,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-07-01,7,257.36013537223494,938,Bolivar,25.054950883566487,1981,198107,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-07-01,7,168.33312579932712,939,Boyaca,13.962252249401375,1981,198107,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-07-01,7,614.6387548446655,940,Buenaventura,,1981,198107,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-07-01,7,121.44047411974664,941,Caldas,17.54964213911816,1981,198107,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-07-01,7,255.71483338330384,942,Caqueta,22.29888474880259,1981,198107,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-07-01,7,317.89023867572297,943,Casanare,23.63623576698988,1981,198107,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-07-01,7,198.0020892124326,944,Cauca,17.420343491468188,1981,198107,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-07-01,7,125.33880492230875,945,Cesar,24.113913511311686,1981,198107,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-07-01,7,440.689189385184,946,Choco,23.47947033079812,1981,198107,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-07-01,7,279.8281262858176,947,Cordoba,25.025549055259823,1981,198107,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-07-01,7,117.80721790323142,948,Cundinamarca,15.998861322994411,1981,198107,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-07-01,7,310.1255906179869,949,Guainia,23.6051193219434,1981,198107,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-07-01,7,50.66990012723628,950,Guajira,25.5424102583822,1981,198107,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-07-01,7,290.623273806412,951,Guaviare,22.95816550470806,1981,198107,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-07-01,7,87.41999673440982,952,Huila,16.27455791606865,1981,198107,"{""type"":""MultiPoint"",""coordinates"":[]}"
