,year,month,spei3,spei6,spei12,date_t
355,2010,8,0.20552806547829133,0.5027091687296474,-0.23395708550391256,2010-08-01
356,2010,9,0.21993139086579966,0.2743475917626726,-0.22728867674406958,2010-09-01
357,2010,10,0.06868400871344071,0.1847495363213913,-0.5947842027015385,2010-10-01
358,2010,11,0.654432813574887,0.6349455400163839,0.003998898786772258,2010-11-01
359,2010,12,0.8040986142050387,0.7449089965895592,0.06859773959119173,2010-12-01
360,2011,1,0.6796776123772353,0.5163778356998124,0.2644306495766434,2011-01-01
361,2011,2,0.06644731523703451,0.40963701566831706,0.467634938950865,2011-02-01
362,2011,3,0.6817853542182931,0.9764682653457978,0.8578075286503715,2011-03-01
363,2011,4,1.2534809899556894,1.1643778794250184,0.960601332403183,2011-04-01
364,2011,5,1.5188369713010512,0.9221916543858237,0.9439362642933601,2011-05-01
365,2011,6,0.6647834720573618,0.7884366927212201,0.9680774597020396,2011-06-01
366,2011,7,-0.14643536862649253,1.0273820451607343,0.9269842018271138,2011-07-01
367,2011,8,-0.3357505827520891,1.3047415577298003,0.8990456126431384,2011-08-01
368,2011,9,-0.6373296673859705,-0.005810824250323278,0.7967671330531596,2011-09-01
369,2011,10,0.42443842285854555,0.30753854835034733,1.0154681084768427,2011-10-01
370,2011,11,0.742014852071059,0.6058621234696622,0.9783524158460263,2011-11-01
371,2011,12,1.148524730696752,0.7724761353520152,0.9424748517842387,2011-12-01
372,2012,1,0.9723895169528969,0.8800350329236653,1.1212688527989225,2012-01-01
373,2012,2,0.3703183087993696,0.6747490778800729,1.053084798717102,2012-02-01
374,2012,3,-0.33775461369656656,0.5049966666092867,0.3800783538013546,2012-03-01
375,2012,4,-0.8279814347542291,0.15195174513758622,0.15865987350693872,2012-04-01
376,2012,5,-0.3559771963488629,0.078811275934119,0.27797467000783754,2012-05-01
377,2012,6,0.2838562602834873,-0.1809713517141999,0.33206041933274827,2012-06-01
378,2012,7,0.5263385169717572,-0.7133966138917384,0.29921734624086355,2012-07-01
379,2012,8,0.4184650535266827,-0.24609574536087817,0.370948907303395,2012-08-01
380,2012,9,-0.30208907728853346,-0.026734566399516137,0.37456923284281995,2012-09-01
381,2012,10,-0.8923188970065458,-0.49868774994964427,-0.07785376657933377,2012-10-01
382,2012,11,-0.2035845518284679,0.0036114639412243056,0.07073468745624481,2012-11-01
383,2012,12,-0.6876338800891181,-0.7950968586725293,-0.6356353730582345,2012-12-01
384,2013,1,-0.29986435793261795,-0.5976261964028564,-0.8200396161709149,2013-01-01
385,2013,2,-0.7576187911640512,-0.7308801562041224,-0.6838832523840112,2013-02-01
386,2013,3,0.1513923231099232,-0.48251596853220124,-0.46175092651997385,2013-03-01
387,2013,4,0.04149653134504714,-0.16210517435695124,-0.40869379887895646,2013-04-01
388,2013,5,0.38258771583704765,-0.3869456094953638,-0.39904980675530916,2013-05-01
389,2013,6,0.34156430702430585,0.2575861634714744,-0.44068074090524173,2013-06-01
390,2013,7,0.035885503938141154,0.05978124672431019,-0.44351490871022475,2013-07-01
391,2013,8,-0.030344297236767244,0.32431905097620234,-0.42753540592654127,2013-08-01
392,2013,9,0.630021627264684,0.5914426969363853,-0.19075396108397738,2013-09-01
393,2013,10,0.5629615553712826,0.5258763007931161,0.10032025383259624,2013-10-01
394,2013,11,0.2243326458316017,0.2530702486537463,-0.16383981786464938,2013-11-01
395,2013,12,0.6676946017990478,0.7739809903658393,0.6592368176566191,2013-12-01
396,2014,1,-0.03948889370181404,0.17656603938869844,0.1700473733271976,2014-01-01
397,2014,2,-0.39416562007584754,-0.24197994311713608,-0.01786712944701354,2014-02-01
398,2014,3,-1.133184793409553,-0.49315711549137586,-0.19037795722455933,2014-03-01
399,2014,4,-0.7634656392191607,-0.4928671787370836,-0.21751826486120496,2014-04-01
400,2014,5,-0.2675202361100778,-0.4954403251831761,-0.3097409251941588,2014-05-01
401,2014,6,-0.26940972945620323,-1.1972809583769792,-0.34735137107416036,2014-06-01
402,2014,7,-0.36153229840768913,-0.8572107034304829,-0.33069434567131173,2014-07-01
403,2014,8,0.007896553916832891,-0.3400569845622135,-0.3917495685364556,2014-08-01
404,2014,9,-0.3536834241575577,-0.46438941639015824,-0.5780759943457955,2014-09-01
405,2014,10,-0.46207405542811725,-0.5444258932374868,-0.6548331452997962,2014-10-01
406,2014,11,-0.2763390231266095,-0.34037006142899645,-0.5956570368599418,2014-11-01
407,2014,12,-0.5405707313566726,-0.6462233234865385,-1.1980551744915762,2014-12-01
408,2015,1,-1.0756566232220375,-1.1198671654250316,-1.2483697708105381,2015-01-01
409,2015,2,-1.0905930151511964,-1.053527697326889,-1.0093561673919507,2015-02-01
410,2015,3,-0.5106541436157374,-0.8251849527074613,-0.8763244129379841,2015-03-01
411,2015,4,0.2166879694122939,-0.7653557265723633,-0.919501737075005,2015-04-01
412,2015,5,0.20633945755833463,-0.8091282669558983,-0.8292394578092103,2015-05-01
413,2015,6,-0.00854881738567067,-0.5800364564731236,-0.871038258343809,2015-06-01
414,2015,7,0.10832965715606088,0.14989359608931815,-0.9195965392863333,2015-07-01
415,2015,8,-0.8933695163909382,-0.12390894880494266,-0.982375999339341,2015-08-01
416,2015,9,-1.1239495957608623,-0.7346681628114793,-1.045924964964154,2015-09-01
417,2015,10,-1.8134053084218387,-1.4102739390552406,-1.2536503137437542,2015-10-01
418,2015,11,-1.253999463631901,-1.4838530924803028,-1.4880924841547296,2015-11-01
419,2015,12,-1.320336547440742,-1.5260600671273803,-1.4504470523869508,2015-12-01
420,2016,1,-0.3873996504239478,-1.012499219057624,-0.7305068125478527,2016-01-01
421,2016,2,-0.7464576852920508,-1.254477158998335,-1.0608467784265256,2016-02-01
422,2016,3,-0.3202203917958837,-1.255277465734851,-1.310739191863037,2016-03-01
423,2016,4,-1.497243675818281,-1.1381524717543052,-1.5131629757860885,2016-04-01
424,2016,5,-1.2238289913373608,-1.2557180995501658,-1.6036723756943454,2016-05-01
425,2016,6,-1.471813606994275,-0.7061451989099472,-1.5292857963109103,2016-06-01
426,2016,7,-0.8515957948541615,-1.5934657941820787,-1.5850799083942233,2016-07-01
427,2016,8,-0.784821199256498,-1.3046875081509077,-1.5496144848331577,2016-08-01
428,2016,9,-0.9421083461621168,-1.453979268882363,-1.4995151192145146,2016-09-01
429,2016,10,-0.6752972620776705,-0.9288293568190984,-1.274224198235166,2016-10-01
430,2016,11,-0.21730763942579362,-0.4596816401236514,-1.2231738698128247,2016-11-01
431,2016,12,-0.3056705925185652,-0.5976720894269838,-0.8464273868945553,2016-12-01
432,2017,1,-0.621022935206141,-0.8236096882266943,-1.3873134337665767,2017-01-01
